"Title","Region","Genres","Description","GameFAQs_Reader_Rating","GameFAQs_Rating","MetaCritics_MetaScore","Developer","ReleaseDate","ReferenceURL"
"Jogos Olampicos","SA","Action,General","The ceremonial flame is lit, the pigeons released... the Summer Games have officially begun! Athletes from eight different nations are gathered here to display their various talents. You have the chance to outshine them all. Compete in swimming, diving, and track and field events. Choose a nation to represent and go for the Golden Medal, or even a new world record!","n/a","7.3","n/a","Zap","1988 ","http://www.gamefaqs.com/sms/915757-summer-games"
"Enduro Racer","US","Driving,Racing,Motorcycle,Motocross","Countdown to adventure.Three, rev your engine.Two, get ready.One, you're off.And this is the wildest race on the toughest course and Pro has ever had to cross.Luckily you're prepared with the all-terrain handling and speed of the Enduro Racer.Everything from super-sized jumps, competing machines, natural and man-made obstacles will make your journey a perilous one.But you've got one direction: the Finish Line.So drive your fastest, you're racing against the clock.And be careful.Once you're down, it's hard to get up and you've got only one bike to burn through this demanding track.Now, grip those gears, spin those wheels and take the lead to victory.","7.5","6.6","","Sega","1987 ","http://www.gamefaqs.com/sms/588058-enduro-racer"
"Super Cross","SA","Driving,Racing,Motorcycle,Motocross","Countdown to adventure.Three, rev your engine.Two, get ready.One, you're off.And this is the wildest race on the toughest course and Pro has ever had to cross.Luckily you're prepared with the all-terrain handling and speed of the Enduro Racer.Everything from super-sized jumps, competing machines, natural and man-made obstacles will make your journey a perilous one.But you've got one direction: the Finish Line.So drive your fastest, you're racing against the clock.And be careful.Once you're down, it's hard to get up and you've got only one bike to burn through this demanding track.Now, grip those gears, spin those wheels and take the lead to victory.","7.5","6.6","","Sega","1987 ","http://www.gamefaqs.com/sms/588058-enduro-racer"
"Great Soccer","US","Sports,Traditional,Soccer,Sim","Get ready to play like a professional on this fast-paced soccer green. Your arena? It's international and you're up against the best soccer teams in the world. Will you play with Italian passion, Argentine stamina or the calculating cool of the West Germans? Maybe you'll want to push the young U.S.A. team to championship status. Your strategy: combine athletic skill and accurate timing to win points and block goals. And it won't be easy. Your opponents are tough and after the glory. So pass, dribble and kick your way to victory. You've got the ball, now run with it.","n/a","6.2","n/a","Sega","1987 ","http://www.gamefaqs.com/sms/588082-great-soccer"
"Sports Pad Soccer","JP","Sports,Traditional,Soccer,Sim","Get ready to play like a professional on this fast-paced soccer green. Your arena? It's international and you're up against the best soccer teams in the world. Will you play with Italian passion, Argentine stamina or the calculating cool of the West Germans? Maybe you'll want to push the young U.S.A. team to championship status. Your strategy: combine athletic skill and accurate timing to win points and block goals. And it won't be easy. Your opponents are tough and after the glory. So pass, dribble and kick your way to victory. You've got the ball, now run with it.","n/a","6.2","n/a","Sega","1987 ","http://www.gamefaqs.com/sms/588082-great-soccer"
"Super Futebol","SA","Sports,Traditional,Soccer,Sim","Get ready to play like a professional on this fast-paced soccer green. Your arena? It's international and you're up against the best soccer teams in the world. Will you play with Italian passion, Argentine stamina or the calculating cool of the West Germans? Maybe you'll want to push the young U.S.A. team to championship status. Your strategy: combine athletic skill and accurate timing to win points and block goals. And it won't be easy. Your opponents are tough and after the glory. So pass, dribble and kick your way to victory. You've got the ball, now run with it.","n/a","6.2","n/a","Sega","1987 ","http://www.gamefaqs.com/sms/588082-great-soccer"
"World Soccer ","EU","Sports,Traditional,Soccer,Sim","Get ready to play like a professional on this fast-paced soccer green. Your arena? It's international and you're up against the best soccer teams in the world. Will you play with Italian passion, Argentine stamina or the calculating cool of the West Germans? Maybe you'll want to push the young U.S.A. team to championship status. Your strategy: combine athletic skill and accurate timing to win points and block goals. And it won't be easy. Your opponents are tough and after the glory. So pass, dribble and kick your way to victory. You've got the ball, now run with it.","n/a","6.2","n/a","Sega","1987 ","http://www.gamefaqs.com/sms/588082-great-soccer"
"World Soccer ","JP","Sports,Traditional,Soccer,Sim","Get ready to play like a professional on this fast-paced soccer green. Your arena? It's international and you're up against the best soccer teams in the world. Will you play with Italian passion, Argentine stamina or the calculating cool of the West Germans? Maybe you'll want to push the young U.S.A. team to championship status. Your strategy: combine athletic skill and accurate timing to win points and block goals. And it won't be easy. Your opponents are tough and after the glory. So pass, dribble and kick your way to victory. You've got the ball, now run with it.","n/a","6.2","n/a","Sega","1987 ","http://www.gamefaqs.com/sms/588082-great-soccer"
"World Cup Italia '90","US","Sports,Traditional,Soccer,Sim","Go head to head with the most skilled teams in the world! Prove your mettle in a Test Match, show off your sharpshooting prowess in a Penalty Kick Contest, or go for the gold in the World Cup competition! Fast-paced and realistic - video soccer at its heart-stopping finest!","n/a","5.7","n/a","Mastertronic","1990 ","http://www.gamefaqs.com/sms/570194-world-cup-italia-90"
"Super Futebol II","SA","Sports,Traditional,Soccer,Sim","Go head to head with the most skilled teams in the world! Prove your mettle in a Test Match, show off your sharpshooting prowess in a Penalty Kick Contest, or go for the gold in the World Cup competition! Fast-paced and realistic - video soccer at its heart-stopping finest!","n/a","5.7","n/a","Mastertronic","1990 ","http://www.gamefaqs.com/sms/570194-world-cup-italia-90"
"Super Kick-Off (Re-release)","US","Sports,Traditional,Soccer,Sim","Super Kick Off captures all the thrills and excitement of the football field. Played at a blistering pace, this is a true test of speed, control and footballing skill!","n/a","6.0","n/a","Anco Software","1991 ","http://www.gamefaqs.com/sms/588152-super-kick-off-re-release"
"Super Kick-Off","EU","Sports,Traditional,Soccer,Sim","Super Kick Off captures all the thrills and excitement of the football field. Played at a blistering pace, this is a true test of speed, control and footballing skill!","n/a","6.0","n/a","Anco Software","1991 ","http://www.gamefaqs.com/sms/588152-super-kick-off-re-release"
"Super Monaco GP","US","Driving,Racing,Formula One","Fly up the track on long straightaways, or downshift into neck-wrenching hairpin curves. Super Monaco GP sends you screaming around the most demanding tracks on earth in the hottest racecar ever built - the Formula 1. Choose your car's transmission. Slide through a practice run with an automatic transmission or battle rival drivers grinding gears to victory piloting a 3, 5, or 7-speed machine. The on-screen track display gives you the lay of the road and position of the other drivers. Super Monaco GP's World Championship sends you and your pit crew on a 16-race international circuit. Burn rubber with the best drivers around in a piston-pounding test of speed, road savvy, and endurance.","4.5","6.6","n/a","Sega","1990 ","http://www.gamefaqs.com/sms/588153-super-monaco-gp"
"Super Off Road","US","Driving,Racing,Rally / Offroad","Super Off-Road is the ultimate off-road racing event. Four tough trucks speed around rough and ready tracks packed with pitfalls, power-boosters and prizes. No one knows the meaning of sportsmanship here. Have you got the skill and determination to come out on top?","n/a","5.5","n/a","Leland Corporation","1992 ","http://www.gamefaqs.com/sms/570252-super-off-road"
"Super Racing","US","Driving,Racing,Arcade","Super Racing is a Driving game, published by Sega,which was released in Japan in 1988.","n/a","7.0","n/a","Sega","Jul2, 1988 ","http://www.gamefaqs.com/sms/570170-super-racing"
"Super Smash T.V.","US","Action,Shooter,Static","Congratulations! You're the next lucky contestant on the game show with the ultimate in prizes... YOUR LIFE! Pick six futuristic weapons and defeat hordes of cyborg mutants, power orbs, assault tanks and the 30-ton mutoid man!","n/a","7.4","n/a","Probe Entertainment Limited","1992 ","http://www.gamefaqs.com/sms/570244-super-smash-tv"
"Super Space Invaders","US","Action,Shooter,Static","Space Invaders is the most famous video game ever! Now SUPER SPACE INVADERS has arrived with a host of amazing new features - wave after wave of weird and hostile aliens, fantastic multiway scrolling playfields, huge end of level mega monsters and secret levels for only the best to find! It'll drive you crazy, but you won't be able to leave it alone!","n/a","6.3","n/a","The Kremlin","1991 ","http://www.gamefaqs.com/sms/570241-super-space-invaders"
"Super Tennis","US","Sports,Traditional,Tennis","You are all over the courts in this test of your tennis and computer game skills. Every game is a challenge. Every match is a hard-fought battle of wits and technique. Use smashes and volleys. Go to the net for an intense rally. Exploit your opponents weakness and force the play with your own strengths. Pick the surface you want to play on. Choose the game you want to play. Play singles and challenge yourself to the limit. Play doubles and you combine your abilities with solid teamwork. You took the match? Well played. Next stop, Wimbledon!","3.5","5.8","n/a","Sega","1986 ","http://www.gamefaqs.com/sms/588155-super-tennis"
"Great Tennis","JP","Sports,Traditional,Tennis","You are all over the courts in this test of your tennis and computer game skills. Every game is a challenge. Every match is a hard-fought battle of wits and technique. Use smashes and volleys. Go to the net for an intense rally. Exploit your opponents weakness and force the play with your own strengths. Pick the surface you want to play on. Choose the game you want to play. Play singles and challenge yourself to the limit. Play doubles and you combine your abilities with solid teamwork. You took the match? Well played. Next stop, Wimbledon!","3.5","5.8","n/a","Sega","1986 ","http://www.gamefaqs.com/sms/588155-super-tennis"
"Tennis Ace","US","Sports,Traditional,Tennis","On your first serve, the ball explodes off your racquet like a fiery missile. Instinctively you move toward the net. Your opponent returns your serve, but you're ready for him. With lightning speed you raise your racquet and smash the ball. He never had a chance. You're the Tennis Ace!","n/a","5.5","n/a","Sanritsu","1989 ","http://www.gamefaqs.com/sms/588158-tennis-ace"
"Super Tennis","SA","Sports,Traditional,Tennis","On your first serve, the ball explodes off your racquet like a fiery missile. Instinctively you move toward the net. Your opponent returns your serve, but you're ready for him. With lightning speed you raise your racquet and smash the ball. He never had a chance. You're the Tennis Ace!","n/a","5.5","n/a","Sanritsu","1989 ","http://www.gamefaqs.com/sms/588158-tennis-ace"
"Wonder Boy","US","Action,Platformer,2D","As Tom-Tom the Wonder Boy, it's up to you to rescue your girlfriend Tanya from the vile clutches of the monster that has kidnapped her. To do so, you must navigate a series of worlds in a race against time to reach your goal. Along the way, you'll battle foes and collect fruit that will add to the amount of time you have to complete your mission.","7.0","6.9","","West One","1987 ","http://www.gamefaqs.com/sms/588171-wonder-boy"
"Super Wonder Boy","JP","Action,Platformer,2D","As Tom-Tom the Wonder Boy, it's up to you to rescue your girlfriend Tanya from the vile clutches of the monster that has kidnapped her. To do so, you must navigate a series of worlds in a race against time to reach your goal. Along the way, you'll battle foes and collect fruit that will add to the amount of time you have to complete your mission.","7.0","6.9","","West One","1987 ","http://www.gamefaqs.com/sms/588171-wonder-boy"
"Wonder Boy in Monster Land","US","Action Adventure,Fantasy","Wonder Boy is back! But this time he's playing for keeps. No more cute dolls, fruit or milk. Now it's swords, armor, shields, labyrinths and fire-breathing dragons. Help Wonder Boy through 12 perilous, monster-filled levels of challenging adventure!","7.0","7.8","","West One","1988 ","http://www.gamefaqs.com/sms/563500-wonder-boy-in-monster-land"
"Monica no Castelo do Dragao","SA","Action Adventure,Fantasy","Wonder Boy is back! But this time he's playing for keeps. No more cute dolls, fruit or milk. Now it's swords, armor, shields, labyrinths and fire-breathing dragons. Help Wonder Boy through 12 perilous, monster-filled levels of challenging adventure!","7.0","7.8","","West One","1988 ","http://www.gamefaqs.com/sms/563500-wonder-boy-in-monster-land"
"Super Wonder Boy: Monster World","JP","Action Adventure,Fantasy","Wonder Boy is back! But this time he's playing for keeps. No more cute dolls, fruit or milk. Now it's swords, armor, shields, labyrinths and fire-breathing dragons. Help Wonder Boy through 12 perilous, monster-filled levels of challenging adventure!","7.0","7.8","","West One","1988 ","http://www.gamefaqs.com/sms/563500-wonder-boy-in-monster-land"
"Superman: The Man of Steel","US","Action,Platformer,2D","Lois Lane has been kidnapped by Braniac. The Doom Star orbits the Earth. The deadliest adversaries Superman has ever encountered are running amok. What greater challenge for The Man of Steel, his Heat Vision, and the might of his Super Punch?","n/a","4.4","n/a","Graftgold","1993 ","http://www.gamefaqs.com/sms/570245-superman-the-man-of-steel"
"Terminator 2: The Arcade Game","US","Action,Shooter,Light Gun","The #1 arcade shooting game of all time explodes onto Master System! You're a T-800 terminator with an awesome array of weapons: rapid-fire machine gun, shotgun, rockets and an M-79 grenade launcher. Blast endoskeletons and HK's... terminate the liquid metal T-1000 or be TERMINATED!","n/a","7.0","n/a","Midway","1991 ","http://www.gamefaqs.com/sms/570253-terminator-2-the-arcade-game"
"T2: The Arcade Game","EU","Action,Shooter,Light Gun","The #1 arcade shooting game of all time explodes onto Master System! You're a T-800 terminator with an awesome array of weapons: rapid-fire machine gun, shotgun, rockets and an M-79 grenade launcher. Blast endoskeletons and HK's... terminate the liquid metal T-1000 or be TERMINATED!","n/a","7.0","n/a","Midway","1991 ","http://www.gamefaqs.com/sms/570253-terminator-2-the-arcade-game"
"Taz in Escape from Mars","US","Action,Platformer,2D","Taz in Escape from Mars is an Action game, developed by Al Baker and Associates and published by Tec Toy,which was released in South America in 1997.","n/a","5.6","n/a","Al Baker and Associates","March 1997 ","http://www.gamefaqs.com/sms/942815-taz-in-escape-from-mars"
"Taz-Mania","US","Action,Platformer,2D","Join TAZ, the Tasmanian devil as he whirls off in search of the world's biggest omelette. Nothing can stand in his way for long as he munches his way through an island filled with precarious plateaus, hostile jungles, eerie caves and crumbling ruins.","5.0","6.6","n/a","Sega","1992 ","http://www.gamefaqs.com/sms/588156-taz-mania"
"Tecmo World Cup '92","US","Sports,Traditional,Soccer,Sim","Tecmo World Cup '92 is a Sports game, developed by Sims and published by Sega,which was cancelled before it was released.","","","","Sims","Canceled ","http://www.gamefaqs.com/sms/938726-tecmo-world-cup-92"
"Tecmo World Cup '93","US","Sports,Traditional,Soccer,Sim","Twenty-four teams from around the globe have come to participate in this soccer showcase. Pick one and match your skills against the computer in an exhibition match, take on a friend, or put it all on the line in the World Cup Tournament! The action never stops!","n/a","7.3","n/a","Sims","1993 ","http://www.gamefaqs.com/sms/570214-tecmo-world-cup-93"
"Teddy Boy","US","Action,Platformer,2D","It's a video dream. Or nightmare. Depending on how well you're doing. Scramble from maze to maze - each more magnificent than the one before it - bumping off bugs, guppies, snails, dominos and more as you go. Grab precious points for tennis shoes, teddy bears, snails, and other identifiable objects. And try to avoid the ugly Den Den, a snapping dragon head. Or you'll be forced to wake up to reality. The colors are fantastic. Even the music is wild!","3.7","6.7","n/a","Sega","1986 ","http://www.gamefaqs.com/sms/588157-teddy-boy"
"Teddy Boy Blues","JP","Action,Platformer,2D","It's a video dream. Or nightmare. Depending on how well you're doing. Scramble from maze to maze - each more magnificent than the one before it - bumping off bugs, guppies, snails, dominos and more as you go. Grab precious points for tennis shoes, teddy bears, snails, and other identifiable objects. And try to avoid the ugly Den Den, a snapping dragon head. Or you'll be forced to wake up to reality. The colors are fantastic. Even the music is wild!","3.7","6.7","n/a","Sega","1986 ","http://www.gamefaqs.com/sms/588157-teddy-boy"
"Geraldinho","SA","Action,Platformer,2D","It's a video dream. Or nightmare. Depending on how well you're doing. Scramble from maze to maze - each more magnificent than the one before it - bumping off bugs, guppies, snails, dominos and more as you go. Grab precious points for tennis shoes, teddy bears, snails, and other identifiable objects. And try to avoid the ugly Den Den, a snapping dragon head. Or you'll be forced to wake up to reality. The colors are fantastic. Even the music is wild!","3.7","6.7","n/a","Sega","1986 ","http://www.gamefaqs.com/sms/588157-teddy-boy"
"Teddy Boy","US","Action,Platformer,2D","It's a video dream. Or nightmare. Depending on how well you're doing. Scramble from maze to maze - each more magnificent than the one before it - bumping off bugs, guppies, snails, dominos and more as you go. Grab precious points for tennis shoes, teddy bears, snails, and other identifiable objects. And try to avoid the ugly Den Den, a snapping dragon head. Or you'll be forced to wake up to reality. The colors are fantastic. Even the music is wild!","3.7","6.7","n/a","Sega","1986 ","http://www.gamefaqs.com/sms/588157-teddy-boy"
"Teddy Boy Blues","JP","Action,Platformer,2D","It's a video dream. Or nightmare. Depending on how well you're doing. Scramble from maze to maze - each more magnificent than the one before it - bumping off bugs, guppies, snails, dominos and more as you go. Grab precious points for tennis shoes, teddy bears, snails, and other identifiable objects. And try to avoid the ugly Den Den, a snapping dragon head. Or you'll be forced to wake up to reality. The colors are fantastic. Even the music is wild!","3.7","6.7","n/a","Sega","1986 ","http://www.gamefaqs.com/sms/588157-teddy-boy"
"Geraldinho","SA","Action,Platformer,2D","It's a video dream. Or nightmare. Depending on how well you're doing. Scramble from maze to maze - each more magnificent than the one before it - bumping off bugs, guppies, snails, dominos and more as you go. Grab precious points for tennis shoes, teddy bears, snails, and other identifiable objects. And try to avoid the ugly Den Den, a snapping dragon head. Or you'll be forced to wake up to reality. The colors are fantastic. Even the music is wild!","3.7","6.7","n/a","Sega","1986 ","http://www.gamefaqs.com/sms/588157-teddy-boy"
"Tennis Ace","US","Sports,Traditional,Tennis","On your first serve, the ball explodes off your racquet like a fiery missile. Instinctively you move toward the net. Your opponent returns your serve, but you're ready for him. With lightning speed you raise your racquet and smash the ball. He never had a chance. You're the Tennis Ace!","n/a","5.5","n/a","Sanritsu","1989 ","http://www.gamefaqs.com/sms/588158-tennis-ace"
"Super Tennis","SA","Sports,Traditional,Tennis","On your first serve, the ball explodes off your racquet like a fiery missile. Instinctively you move toward the net. Your opponent returns your serve, but you're ready for him. With lightning speed you raise your racquet and smash the ball. He never had a chance. You're the Tennis Ace!","n/a","5.5","n/a","Sanritsu","1989 ","http://www.gamefaqs.com/sms/588158-tennis-ace"
"Tensai Bakabon","US","Action,General","Tensai Bakabon is an Action game, published by Sega,which was released in Japan in 1988.","n/a","n/a","n/a","Sega","Jun2, 1988 ","http://www.gamefaqs.com/sms/570169-tensai-bakabon"
"Terminator 2: Judgment Day","US","Action,Platformer,2D","All the high explosive action of the blockbuster movie. You are a Terminator sent from the future, equipped with on-screen targeting displays and an awesome array of weapons. Are you ready to face the liquid metal T-1000 at the steel mill? Save the future or be TERMINATED.","n/a","5.5","n/a","Arc Developments","1993 ","http://www.gamefaqs.com/sms/570246-terminator-2-judgment-day"
"Terminator 2: The Arcade Game","US","Action,Shooter,Light Gun","The #1 arcade shooting game of all time explodes onto Master System! You're a T-800 terminator with an awesome array of weapons: rapid-fire machine gun, shotgun, rockets and an M-79 grenade launcher. Blast endoskeletons and HK's... terminate the liquid metal T-1000 or be TERMINATED!","n/a","7.0","n/a","Midway","1991 ","http://www.gamefaqs.com/sms/570253-terminator-2-the-arcade-game"
"T2: The Arcade Game","EU","Action,Shooter,Light Gun","The #1 arcade shooting game of all time explodes onto Master System! You're a T-800 terminator with an awesome array of weapons: rapid-fire machine gun, shotgun, rockets and an M-79 grenade launcher. Blast endoskeletons and HK's... terminate the liquid metal T-1000 or be TERMINATED!","n/a","7.0","n/a","Midway","1991 ","http://www.gamefaqs.com/sms/570253-terminator-2-the-arcade-game"
"The Terminator","US","Action,Platformer,2D","Kyle Reese, a lone warrior from the future, returns to the past to protect the one woman who holds the key to the survival of the human race. Together they must face not only everything Los Angeles has to throw at them, but also the terrifying might of a cyborg known as the Terminator... who will stop at nothing to kill them both.","n/a","6.5","n/a","Probe Entertainment Limited","1992 ","http://www.gamefaqs.com/sms/588159-the-terminator"
"The Three Dragon Story","US","Action,Shooter,Scrolling","The Three Dragon Story is an Action game, developed and published by Zemina,which was released in Korea in 1989.","n/a","1.0","n/a","Zemina","1989 ","http://www.gamefaqs.com/sms/703176-the-three-dragon-story"
"Thunder Blade","US","Action,Shooter,Scrolling","Get ready to take part in the greatest helicopter battle of the century with THUNDER BLADE, the Sega arcade hit! You're the Gunship Gladiator. You fly the Thunder Blade chopper. Some say you're unstoppable. This mission will put you to the test! The enemy has invaded your country. That makes you mad. So you're going to stop them... all by yourself! In cities... over deserts and oceans... in caves and through refineries... you're cutting loose with your cannons and dropping air-to-surface missiles from your skids. They've got tanks, airpower and incredible super fortresses. But you have guts, a taste for glory... and the meanest fightin' copter in the sky!","2.0","6.3","n/a","Sega","1988 ","http://www.gamefaqs.com/sms/588160-thunder-blade"
"Time Soldiers","US","Action,Shooter,Scrolling","Team up with a friend and join a battle that crosses time and space. The evil space tyrant Gylend has attacked Earth and turned five of your friends into energy balls. As the leader of the Earth Command Troopers, your job is to track your friends down and get them back. The problem is, Gylend has scattered them across time in different parts of Earth's history. You have the D-Scanner... a device that can guide you through the river of time! You have shoulder-mounted cannons and access to even more powerful weapons. But Gylend has the might of the creatures of history turned against you! From cavemen to armored attack craft, all will fight you with everything they have. If you succeed in rescuing your friends, you will face the fiercest battle of all... Gylend. Only you stand between Earth and total defeat!","7.0","6.7","n/a","Alpha Denshi","1988 ","http://www.gamefaqs.com/sms/588162-time-soldiers"
"Tom and Jerry: The Movie","US","Action,Platformer,2D","Oooooh, that mouse! If there's one thing Tom can't stand, it's a rascally rodent named Jerry, and if that mouse isn't careful, Tom is going to nab him. But Jerry is pretty tricky. So muster up all your feline courage, Tom, 'cause there's a dangerous little mouse in the house!","7.0","6.9","n/a","Sanritsu","1992 ","http://www.gamefaqs.com/sms/570209-tom-and-jerry-the-movie"
"Toto World 3","US","Action,Platformer,2D","Toto World 3 is an Action game, developed by Open Corp and published by Daou,which was released in Korea in 1993.","n/a","n/a","n/a","Open Corp","1993 ","http://www.gamefaqs.com/sms/610904-toto-world-3"
"Transbot","US","Action,Shooter,Scrolling","Thwart an underground invasion with your transforming weaponry. The ground is scarred by craters, a reminder of the recent Dalaus invasion. And continuous acid rains give the sky an eerie irridescence. You are the only Transbot pilot left from the now defunct regime. So you must battle wave after wave of orbiting debris. To try to get to the notorious Dalaus artificial intelligence computer. Fortunately, your astro-plane can go through 6 different transformations. Turn into a robot warrior and more. By the time you transform, you should be able to penetrate the fortress of Dalaus. And rid the galaxy of her evil influence forever!","7.0","5.8","n/a","Sega","1986 ","http://www.gamefaqs.com/sms/588163-transbot"
"Astro Flash","JP","Action,Shooter,Scrolling","Thwart an underground invasion with your transforming weaponry. The ground is scarred by craters, a reminder of the recent Dalaus invasion. And continuous acid rains give the sky an eerie irridescence. You are the only Transbot pilot left from the now defunct regime. So you must battle wave after wave of orbiting debris. To try to get to the notorious Dalaus artificial intelligence computer. Fortunately, your astro-plane can go through 6 different transformations. Turn into a robot warrior and more. By the time you transform, you should be able to penetrate the fortress of Dalaus. And rid the galaxy of her evil influence forever!","7.0","5.8","n/a","Sega","1986 ","http://www.gamefaqs.com/sms/588163-transbot"
"Nuclear Creature","SA","Action,Shooter,Scrolling","Thwart an underground invasion with your transforming weaponry. The ground is scarred by craters, a reminder of the recent Dalaus invasion. And continuous acid rains give the sky an eerie irridescence. You are the only Transbot pilot left from the now defunct regime. So you must battle wave after wave of orbiting debris. To try to get to the notorious Dalaus artificial intelligence computer. Fortunately, your astro-plane can go through 6 different transformations. Turn into a robot warrior and more. By the time you transform, you should be able to penetrate the fortress of Dalaus. And rid the galaxy of her evil influence forever!","7.0","5.8","n/a","Sega","1986 ","http://www.gamefaqs.com/sms/588163-transbot"
"Zillion II: The Tri Formation","US","Action,Shooter,Scrolling","They're at it again. The dreaded Norsa Empire is back... and stronger than ever before. This time they won't make any mistakes. Others have tried to stop them and all have failed. The evil Baron Ricks knows you are coming. And it's a trap! But you're the galaxy's last hope. Can you do what's never been done before?","n/a","6.7","","Sega","1988 ","http://www.gamefaqs.com/sms/588177-zillion-ii-the-tri-formation"
"Tri-Formation","JP","Action,Shooter,Scrolling","They're at it again. The dreaded Norsa Empire is back... and stronger than ever before. This time they won't make any mistakes. Others have tried to stop them and all have failed. The evil Baron Ricks knows you are coming. And it's a trap! But you're the galaxy's last hope. Can you do what's never been done before?","n/a","6.7","","Sega","1988 ","http://www.gamefaqs.com/sms/588177-zillion-ii-the-tri-formation"
"Zillion II","SA","Action,Shooter,Scrolling","They're at it again. The dreaded Norsa Empire is back... and stronger than ever before. This time they won't make any mistakes. Others have tried to stop them and all have failed. The evil Baron Ricks knows you are coming. And it's a trap! But you're the galaxy's last hope. Can you do what's never been done before?","n/a","6.7","","Sega","1988 ","http://www.gamefaqs.com/sms/588177-zillion-ii-the-tri-formation"
"Trivial Pursuit","US","Miscellaneous,Trivia / Game Show","Trivial Pursuit is the world's greatest and best selling board game. This Sega version incorporates everything that has helped make it so. Plus, Russell your animated and friendly question master, superb sound and color, wonderful screen background and over 2,000 brain teasing questions.","n/a","6.3","n/a","Domark","1992 ","http://www.gamefaqs.com/sms/570264-trivial-pursuit"
"Wonder Boy III: The Dragon's Trap","US","Action Adventure,Fantasy","To save Monster Land from the evil Meka Dragon, you've entered his castle and are about to go into battle. If you defeat the dragon, a terrible surprise awaits you... a curse! You'll turn into a lizard-man, and more. The only way you can return to human form is to find the Salamander Cross, a magical item with the power to remove curses. But where is it hidden? Finding it is an adventure that will take you across strange lands, against strange creatures, into battles where you never know what strange shape you'll turn into! Hawk-man, Lion-man, and more! You'll be able to buy armor, weapons and use magic items! Hidden rooms hold even greater surprises! Can you beat the dragon's bosses and recover the Salamander Cross? When you look at the shape you're in, it's your only hope!","9.3","8.8","","West One","1989 ","http://www.gamefaqs.com/sms/588172-wonder-boy-iii-the-dragons-trap"
"Turma da Monica em O Resgate","SA","Action Adventure,Fantasy","To save Monster Land from the evil Meka Dragon, you've entered his castle and are about to go into battle. If you defeat the dragon, a terrible surprise awaits you... a curse! You'll turn into a lizard-man, and more. The only way you can return to human form is to find the Salamander Cross, a magical item with the power to remove curses. But where is it hidden? Finding it is an adventure that will take you across strange lands, against strange creatures, into battles where you never know what strange shape you'll turn into! Hawk-man, Lion-man, and more! You'll be able to buy armor, weapons and use magic items! Hidden rooms hold even greater surprises! Can you beat the dragon's bosses and recover the Salamander Cross? When you look at the shape you're in, it's your only hope!","9.3","8.8","","West One","1989 ","http://www.gamefaqs.com/sms/588172-wonder-boy-iii-the-dragons-trap"
"Twin Mouse","US","Action,Platformer,2D","Twin Mouse is an Action game, developed and published by Open Corp,which was released in Korea in 1993.","n/a","n/a","n/a","Open Corp","1993 ","http://www.gamefaqs.com/sms/611487-twin-mouse"
"Ultima IV: Quest of the Avatar","US","Role-Playing,PC-style RPG","Lord British, the wise and compassionate ruler of Britannia, wishes to erase the legacy left behind by the three Evil Lords. To do so, he must find an Avatar. An Avatar is one who has achieved enlightenment in the 8 Virtues - Honor, Valor, Sacrifice, Compassion, Justice, Spirituality, Honesty and Humility. Only the most virtuous of souls can complete the perilous journey that lies ahead! If you think that you're the savior for whom Lord British is searching, then prove your worth by taking on the Quest of the Avatar!","n/a","7.6","n/a","Origin","1990 ","http://www.gamefaqs.com/sms/588164-ultima-iv-quest-of-the-avatar"
"Ultima IV ","EU","Role-Playing,PC-style RPG","Lord British, the wise and compassionate ruler of Britannia, wishes to erase the legacy left behind by the three Evil Lords. To do so, he must find an Avatar. An Avatar is one who has achieved enlightenment in the 8 Virtues - Honor, Valor, Sacrifice, Compassion, Justice, Spirituality, Honesty and Humility. Only the most virtuous of souls can complete the perilous journey that lies ahead! If you think that you're the savior for whom Lord British is searching, then prove your worth by taking on the Quest of the Avatar!","n/a","7.6","n/a","Origin","1990 ","http://www.gamefaqs.com/sms/588164-ultima-iv-quest-of-the-avatar"
"Ultima IV ","SA","Role-Playing,PC-style RPG","Lord British, the wise and compassionate ruler of Britannia, wishes to erase the legacy left behind by the three Evil Lords. To do so, he must find an Avatar. An Avatar is one who has achieved enlightenment in the 8 Virtues - Honor, Valor, Sacrifice, Compassion, Justice, Spirituality, Honesty and Humility. Only the most virtuous of souls can complete the perilous journey that lies ahead! If you think that you're the savior for whom Lord British is searching, then prove your worth by taking on the Quest of the Avatar!","n/a","7.6","n/a","Origin","1990 ","http://www.gamefaqs.com/sms/588164-ultima-iv-quest-of-the-avatar"
"Ultima IV: Quest of the Avatar","US","Role-Playing,PC-style RPG","Lord British, the wise and compassionate ruler of Britannia, wishes to erase the legacy left behind by the three Evil Lords. To do so, he must find an Avatar. An Avatar is one who has achieved enlightenment in the 8 Virtues - Honor, Valor, Sacrifice, Compassion, Justice, Spirituality, Honesty and Humility. Only the most virtuous of souls can complete the perilous journey that lies ahead! If you think that you're the savior for whom Lord British is searching, then prove your worth by taking on the Quest of the Avatar!","n/a","7.6","n/a","Origin","1990 ","http://www.gamefaqs.com/sms/588164-ultima-iv-quest-of-the-avatar"
